User-ID	Location	Age
1619	wellman, iowa, usa	38	
1620	n vancouver, british columbia, canada	32	
1621	copenhagen, n/a, denmark	31	
1622	cotati, ,	24	
1623	eatontown, new jersey, usa	31	
1624	fishers, indiana, usa	37	
1625	san francisco, california, usa	29	
1626	duluth, minnesota, usa	23	
1627	encinitas, california, usa	42	
1628	indianapolis, indiana, usa	30	
1629	sharon hill, pennsylvania, usa	32	
1630	colony, kansas, usa	33	
1631	maryland heights, missouri, usa	40	
1632	tucson, arizona, usa	39	
1633	knoxville, tennessee, usa	31	
1634	seattle, washington, usa	60	
1635	stamford, connecticut, usa	29	
1636	st. albans, west virginia, usa	38	
1637	hood river, oregon, usa	26	
1638	fairport, new york, usa	61	
1639	santa barbara, california, usa	54	
1640	perth, western australia, australia	27	
1641	howell, new jersey, usa	36	
1642	new bern, north carolina, usa	59	
1643	chicago, illinois, usa	53	
1644	pinon hills, california, usa	49	
1645	columbia, south carolina, usa	43	
1646	waltham, massachusetts, usa	38	
1647	surrey, british columbia, canada	50	
1648	whitehaven, england, united kingdom	26	
1649	hobart, tasmania, australia	55	
1650	lisboa, lisboa, portugal	39	
1651	bellevue, nebraska, usa	19	
1652	vine grove, kentucky, usa	26	
1653	slatington, pennsylvania, usa	37	
1654	deventer, overijssel, netherlands	48	
1655	newburgh, new york, usa	43	
1656	dripping springs, texas, usa	37	
1657	sydney, new south wales, australia	45	
1658	heemstede, noord holland, netherlands	42	
1659	kissimmee, florida, usa	34	
1660	riverside, california, usa	24	
1661	oslo, oslo, norway	26	
1662	asheville, north carolina, usa	28	
1663	antioch, tennessee,	29	
1664	n/a, ohio, usa	32	
1665	dunedin, florida, usa	72	
1666	sagle, idaho, usa	54	
1667	taneytown, maryland, usa	46	
1668	federal way, washington, usa	14	
1669	waban, massachusetts, usa	42	
1670	lille, nord, france	27	
1671	portland, oregon, usa	28	
1672	winnipeg, manitoba, canada	31	
1673	watchung, new jersey, usa	47	
1674	aptos, california, usa	37	
1675	las vegas, nevada, usa	19	
1676	atlantic beach, florida, usa	37	
1677	portland, oregon, usa	38	
1678	union, missouri, usa	46	
1679	akron, ohio, usa	30	
1680	san francisco, california, usa	29	
1681	orlando, ,	22	
1682	hooksett, new hampshire, usa	28	
1683	niles, michigan, usa	28	
1684	blaine, minnesota, usa	39	
1685	miami, florida, usa	43	
1686	milton, ,	32	
1687	fredericton, new brunswick, canada	30	
1688	lisbon, n/a, portugal	24	
1689	catonsville, maryland, usa	43	
1690	annapolis, maryland, usa	44	
1691	covina, california, usa	41	
1692	palmdale, california, usa	17	
1693	shelbyville, indiana, usa	41	
1694	west des moines, iowa, usa	32	
1695	mesa, arizona, usa	58	
1696	lasalle, ontario, canada	49	
1697	gisborne, victoria, australia	53	
1698	center rutland, vermont, usa	25	
1699	danville, virginia, usa	51	
1700	federal way, washington, usa	57	
1701	largo, florida, usa	22	
1702	lynn, massachusetts, usa	23	
1703	halifax, nova scotia, canada	28	
1704	omaha, nebraska, usa	29	
1705	marietta, georgia, usa	28	
1706	yarmouth, nova scotia, canada	19	
1707	waterford, michigan, usa	35	
1708	rock island, tennessee, usa	31	
1709	west linn, ,	57	
1710	los angeles, california, usa	26	
1711	tulsa, oklahoma, usa	24	
1712	günzburg, bayern, germany	34	
1713	gum spring, virginia, usa	28	
1714	toronto, ontario, canada	21	
1715	salem, ohio, usa	24	
1716	lincoln, new brunswick, canada	50	
1717	roanoke, virginia, usa	59	
1718	merville, british columbia, canada	54	
1719	barboursville,, virginia, usa	29	
1720	bonaire, georgia, usa	43	
1721	são paulo, são paulo, brazil	46	
1722	lisboa, lisboa, portugal	29	
1723	delta, british columbia, canada	31	
1724	nashville, tennessee, usa	33	
1725	bronx, new york, usa	44	
1726	miami, florida, usa	46	
1727	sitges, barcelona, spain	46	
1728	costa da caparica, ,	30	
1729	manchester, new hampshire, usa	52	
1730	portland, oregon, usa	55	
1731	ann arbor, michigan, usa	25	
1732	lyon, rhone, france	23	
1733	waterdown, ontario, canada	44	
1734	tulsa, oklahoma,	60	
1735	saint albans, west virginia, usa	23	
1736	madras, oregon, usa	73	
1737	new berlin, wisconsin, usa	33	
1738	tucson, arizona, usa	28	
1739	chester, cheshire, united kingdom	28	
1740	crossville, tennessee, usa	58	
1741	cardiff, wales, united kingdom	57	
1742	ashville, alabama, usa	27	
1743	banks, oregon, usa	48	
1744	chicago, illinois, usa	38	
1745	cortez, colorado, usa	32	
1746	hanover, pennsylvania, usa	60	
1747	richmond, virginia, usa	63	
1748	greenwood, british columbia, canada	57	
1749	ionia, michigan, usa	24	
1750	london, england, united kingdom	26	
1751	coburg, oregon, usa	43	
1752	kaiserslautern, rheinland-pfalz, germany	29	
1753	keller, texas, usa	33	
1754	milton, ontario, canada	29	
1755	perth, western australia, australia	28	
1756	roma, lazio, italy	25	
1757	lingfield, england, united kingdom	23	
1758	anaheim hills, ,	22	
1759	cleethorpes, england, united kingdom	36	
1760	seattle, washington, usa	46	
1761	belton, tx, usa	35	
1762	charlestown, massachusetts, usa	32	
1763	new york, new york, usa	24	
1764	olive branch, mississippi, usa	57	
1765	vancouver, washington, usa	38	
1766	oxford, connecticut, usa	28	
1767	middletown, maryland, usa	37	
1768	oceanside, california, usa	46	
1769	calgary, alberta, canada	47	
1770	delisle, saskatchewan, canada	37	
1771	frankston, victoria, australia	32	
1772	antioch, illinois, usa	11	
1773	seattle, washington, usa	24	
1774	santa clara, california, usa	35	
1775	manhattan, kansas, usa	29	
1776	athabasca, alberta, canada	49	
1777	westlake, ohio, usa	50	
1778	chicago, illinois, usa	27	
1779	colorado springs, colorado, usa	43	
1780	south berwick, maine, usa	55	
1781	lisboa, miraflores, portugal	28	
1782	minneapolis, minnesota, usa	26	
1783	vadnais heights, minnesota, usa	40	
1784	st. charles, missouri, usa	36	
1785	portland, oregon, usa	21	
1786	muskegon, michigan, usa	58	
1787	lisboa, lisboa, portugal	31	
1788	melton mowbray, england, united kingdom	51	
1789	stevenage, england, united kingdom	33	
1790	chicago, illinois, usa	56	
1791	clinton township, michigan, usa	23	
1792	tacoma, washington, usa	30	
1793	gaithersburg, maryland, usa	61	
1794	bethlehem, pennsylvania, usa	32	
1795	maiden, north carolina, usa	34	
1796	hamilton, ontario, canada	33	
1797	burbank, california, usa	43	
1798	o`fallon, missouri, usa	41	
1799	lansing, michigan, usa	60	
1800	kitchener, ontario, canada	40	
1801	hopkinton, massachusetts, usa	44	
1802	sheldon, iowa, usa	35	
1803	westminster, california, usa	66	
1804	corydon, indiana, usa	41	
1805	langley, british columbia, canada	43	
1806	toronto, ontario, canada	47	
1807	silver spring, maryland, usa	27	
1808	berkeley, california, usa	37	
1809	bainbridge island, washington, usa	37	
1810	trout creek, montana, usa	50	
1811	sacramento, california, usa	31	
1812	urduliz, bizkaia, spain	28	
1813	irving, texas, usa	23	
1814	sandhurst, england, united kingdom	47	
1815	rainsville, alabama, usa	30	
1816	portland, oregon, usa	25	
1817	cherry creek, new york, usa	58	
1818	sandy, utah, usa	45	
1819	buffalo, new york, usa	51	
1820	san bernardino, california, usa	20	
1821	louisville, kentucky, usa	25	
1822	long beach, california, usa	29	
1823	astoria, oregon, usa	44	
1824	san antonio, texas, usa	29	
1825	saint paul, minnesota, usa	28	
1826	sydney, new south wales, australia	25	
1827	greensboro, north carolina, usa	29	
1828	chicago, illinois, usa	31	
1829	arlington, texas, usa	69	
1830	citronelle, alabama, usa	45	
1831	regensburg, bavaria, germany	27	
1832	chula vista, california, usa	15	
1833	springfield, illinois, usa	36	
1834	manchester, missouri, usa	53	
1835	chicago, illinois, usa	48	
1836	valley stream, new york, usa	25	
1837	festus, missouri, usa	32	
1838	kelseyville, california, usa	38	
1839	holybourne, england, united kingdom	34	
1840	new cumberland, pennsylvania, usa	23	
1841	carrollton, georgia, usa	34	
1842	hamilton, ohio, usa	36	
1843	st. louis, missouri, usa	26	
1844	winnipeg, manitoba, canada	38	
1845	morrisville, north carolina, usa	37	
1846	houston, texas,	32	
1847	toronto, ontario, canada	47	
1848	long beach, california, usa	38	
1849	perth, western australia, australia	33	
1850	round rock, texas, usa	33	
1851	chicago, illinois, usa	57	
1852	brandon, mississippi, usa	31	
1853	walled lake, ,	55	
1854	tampa, florida, usa	61	
1855	bellevue, idaho, usa	55	
1856	roanoke, virginia, usa	32	
1857	münchen, bayern, germany	30	
1858	dresden, sachsen, germany	27	
1859	san antonio, texas, usa	46	
1860	hindmarsh island, south australia, australia	52	
1861	somewhere, new jersey, usa	27	
1862	springdale, arkansas, usa	34	
1863	andrews, indiana, usa	32	
1864	louisville, kentucky, usa	33	
1865	brossard, quebec, canada	30	
1866	minot, north dakota, usa	23	
1867	tampere, pirkanmaa, finland	31	
1868	surrey, england, united kingdom	30	
1869	o`fallon, missouri, usa	25	
1870	irving, texas, usa	24	
1871	cicero, new york, usa	27	
1872	moberly, missouri, usa	47	
1873	ashland, missouri, usa	37	
1874	forest grove, oregon, usa	36	
1875	north augusta, south carolina, usa	47	
1876	akron, ohio, usa	39	
1877	charleston, south carolina, usa	42	
1878	austin, texas, usa	23	
1879	plymouth, england, united kingdom	30	
1880	colorado springs, colorado, usa	30	
1881	orlando, florida, usa	29	
1882	w.m., pennsylvania, usa	42	
1883	wichita, kansas, usa	33	
1884	ottawa, ontario, canada	29	
1885	port orchard, washington, usa	52	
1886	green bay, wisconsin, usa	49	
1887	nottingham, maryland, usa	27	
1888	pembroke, , canada	81	
1889	victoria, british columbia, canada	32	
1890	north las vegas, nevada, usa	55	
1891	auburn, washington, usa	45	
1892	bloomfield hills, michigan, usa	32	
1893	sioux falls, south dakota, usa	34	
1894	olive branch, mississippi, usa	49	
1895	freehold, new jersey, usa	34	
1896	porto, porto, portugal	29	
1897	san francisco, california, usa	31	
1898	omaha, nebraska, usa	30	
1899	hampton, , usa	82	
1900	russell, massachusetts, usa	50	
1901	raleigh, north carolina, usa	42	
1902	leroy, ,	39	
1903	greenville, texas, usa	26	
1904	greenville, texas, usa	26	
1905	aurora, ontario, canada	42	
1906	manchester, connecticut, usa	26	
1907	high river, alberta, canada	37	
1908	sydney, new south wales, australia	22	
1909	oldham, england, united kingdom	22	
1910	perry, new york, usa	28	
1911	thornton, ontario, canada	63	
1912	fredericksburg, virginia, usa	40	
1913	calgary, alberta, canada	38	
1914	millville, new jersey, usa	80	
1915	rio tinto, porto, portugal	1	
1916	coventry, england, united kingdom	54	
1917	quakertown, pennsylvania, usa	36	
1918	albuquerque, new mexico, usa	50	
1919	stony plain, alberta, canada	53	
1920	rosebud, alberta, canada	35	
1921	hayward, california, usa	39	
1922	st. louis, missouri, usa	43	
1923	roswell, georgia, usa	32	
1924	austin, texas, usa	29	
1925	chicago, illinois, usa	26	
1926	boulder, colorado, usa	28	
1927	south windsor, connecticut, usa	49	
1928	browns, illinois, usa	21	
1929	london, ontario, canada	30	
1930	black hawk, south dakota, usa	20	
1931	somerville, massachusetts, usa	31	
1932	the center of, my own little world, usa	35	
1933	memphis, tennessee, usa	35	
1934	chicago, illinois, usa	25	
1935	fort wayne, indiana, usa	28	
1936	orlando, florida, usa	40	
1937	pekin, illinois, usa	62	
1938	jacksonville, florida, usa	44	
1939	cumberland, maryland, usa	26	
1940	minneapolis, minnesota, usa	36	
1941	carneys point, new jersey, usa	40	
1942	manchester, connecticut, usa	30	
1943	arlington, virginia, usa	43	
1944	kingsport, tennessee, usa	15	
1945	williamsport, pennsylvania, usa	48	
1946	peoria, illinois, usa	33	
1947	paris, ile de france, france	28	
1948	ft. meade, maryland, usa	35	
1949	chinook, washington, usa	29	
1950	sherman, texas, usa	35	
1951	green cove springs, florida, usa	35	
1952	sydney, new south wales, australia	26	
1953	washington, dc, usa	35	
1954	edmonton, alberta, canada	27	
1955	columbus (grandview heights), ohio, usa	49	
1956	menasha, wisconsin, usa	65	
1957	san angelo, texas, usa	29	
1958	omaha, nebraska, usa	31	
1959	olympia, washington, united state	55	
1960	dayton, ohio, usa	44	
1961	louisville, kentucky, usa	33	
1962	pittsburgh, pennsylvania, usa	41	
1963	navarre, florida, usa	61	
1964	des moines, iowa, usa	28	
1965	yucaipa, california, usa	50	
1966	chicago, illinois, usa	22	
1967	canaan, new york, usa	33	
1968	dayton, ohio, usa	37	
1969	winnemucca, nevada, usa	31	
1970	deleon, texas, usa	30	
1971	seattle, washington, usa	32	
1972	mechanicsville, maryland, usa	51	
1973	long beach, california, usa	24	
1974	alexandria, virginia, usa	39	
1975	tehran, tehran, iran	24	
1976	richmond, vermont, usa	37	
1977	apex, north carolina, usa	55	
1978	rantoul, illinois, usa	28	
1979	mcclelland, iowa, usa	18	
1980	schofield, wisconsin, usa	39	
1981	moore, oklahoma, usa	24	
1982	grapeview, washington, usa	65	
1983	chesapeake, virginia, usa	33	
1984	gordon, nebraska, usa	66	
1985	kansas city, n/a, usa	100	
1986	san francisco, california, usa	12	
1987	brooklyn, new york, usa	28	
1988	hull, england, united kingdom	29	
1989	olympia, washington, usa	19	
1990	mountlake terrace, washington, usa	34	
1991	charlestown, massachusetts, usa	22	
1992	rapid city, south dakota, usa	24	
1993	el dorado hills, california, usa	37	
1994	greenwood, south carolina, usa	33	
1995	pegram, tennessee, usa	35	
1996	melbourne, victoria, australia	23	
1997	hawthorne, new jersey, usa	22	
1998	brookfield, wisconsin, usa	44	
1999	thunder bay, ontario, canada	22	
2000	klang, selangor, malaysia	20	
2001	orange, connecticut, usa	61	
2002	eastern san fernando valley, california, usa	38	
2003	valdosta, georgia, usa	24	
2004	hoxie, arkansas, usa	28	
2005	st. louis, missouri, usa	28	
2006	lake country, british columbia, canada	40	
2007	lansing, michigan, usa	39	
2008	ottawa, ontario, canada	49	
2009	madison, wisconsin, usa	26	
2010	colorado springs, colorado, usa	37	
2011	catlettsburg, kentucky, usa	55	
2012	stamford, connecticut, usa	43	
2013	kamloops, british columbia, canada	38	
2014	schertz, texas, usa	40	
2015	ramona, california, usa	43	
2016	corpus christi, texas, usa	52	
2017	ramona, california, usa	43	
2018	philadelphia, pennsylvania, usa	38	
2019	burlington, vermont, usa	45	
2020	hobe sound, florida, usa	51	
2021	seattle, washington, usa	31	
2022	oakland, california, usa	80	
2023	madison, indiana, usa	41	
2024	st.catharines, ontario, canada	30	
2025	münchen, bayern, germany	26	
2026	tatamagouche, nova scotia, canada	49	
2027	mount airy, north carolina, usa	27	
2028	lake worth, florida, usa	46	
2029	occoquan, virginia, usa	39	
2030	portland, oregon, usa	58	
2031	grove city, ohio, usa	45	
2032	las vegas, nevada, usa	26	
2033	leeds, alabama, usa	34	
2034	ponte vedra, florida, usa	53	
2035	toronto, ontario, canada	40	
2036	umatilla, oregon, usa	29	
2037	deland, florida, usa	41	
2038	florissant, missouri, usa	51	
2039	coalville, england, united kingdom	37	
2040	waterford, new york, usa	27	
2041	pasadena,maryland, maryland, usa	49	
2042	largo, florida, usa	33	
2043	mountain park, georgia,	54	
2044	new waverly, texas, usa	23	
2045	lancaster, ,	52	
2046	melzo, lombardia, italy	36	
2047	paris, ile de france, france	28	
2048	toronto, ontario, canada	51	
2049	stroudsburg, pennsylvania, usa	41	
2050	littleton, colorado, usa	33	
2051	savannah, georgia, usa	46	
2052	florence, new jersey, usa	41	
2053	newcastle upon tyne, tyne & wear, united kingdom	27	
2054	london, england, united kingdom	18	
2055	navarre, florida, usa	51	
2056	canyon country, california, usa	53	
2057	congers, new york, usa	39	
2058	tucson, arizona, usa	29	
2059	ruby, south carolina, usa	36	
2060	macomb, michigan, usa	55	
2061	pittsburgh, pennsylvania, usa	36	
2062	pittsburgh, pennsylvania, usa	35	
2063	disputanta, virginia, usa	28	
2064	west palm beach, florida, usa	34	
2065	seattle, washington, usa	34	
2066	auburn, alabama, usa	22	
2067	richmond, virginia, usa	40	
2068	tucson, arizona, usa	60	
2069	king of prussia, pennsylvania, usa	30	
2070	decatur, georgia, usa	38	
2071	snellville, georgia, usa	39	
2072	cumming, georgia, usa	30	
2073	stockholm, stockholm, sweden	31	
2074	thornton, colorado, usa	26	
2075	galati, galati, romania	40	
2076	indiana, pennsylvania, usa	49	
2077	iasi, iasi, romania	21	
2078	san diego, california, usa	61	
2079	fairview park, ohio, usa	30	
2080	baltimore, maryland, usa	34	
2081	milwaukee, wisconsin, usa	51	
2082	williamsburg/norfolk, virginia, usa	19	
2083	waretown, new jersey, usa	17	
2084	orlando, florida, usa	49	
2085	melbourne, florida, usa	42	
2086	baker city, oregon, usa	30	
2087	milton, florida, usa	51	
2088	dow city, iowa, usa	49	
2089	little canada, minnesota, usa	62	
2090	brooklyn park, minnesota, usa	46	
2091	mesquite, texas, usa	21	
2092	rotterdam, zuid-holland, netherlands	50	
2093	napa, california, usa	32	
2094	la ronge, saskatchewan, canada	14	
2095	houma, louisiana,	65	
2096	oakwood, georgia, usa	15	
2097	la cienega, new mexico, usa	44	
2098	san diego, california, canada	66	
2099	burlington, ontario, canada	39	
2100	jasper, indiana, usa	21	
2101	plainfield, illinois, usa	29	
2102	porto alegre, rio grande do sul, brazil	18	
2103	austin, texas, usa	21	
2104	pittsburg, missouri, usa	58	
2105	culemborg, gelderland, netherlands	41	
2106	amadora, lisboa, portugal	25	
2107	palmetto bay, florida, usa	36	
2108	birmingham, alabama, usa	34	
2109	ottawa, ontario, canada	27	
2110	seixal, setúbal, portugal	35	
2111	st. thomas, ontario, canada	19	
2112	springfield, virginia, usa	40	
2113	vancouver, british columbia, canada	25	
2114	rheinfelden, baden-wuerttemberg, germany	29	
2115	ottawa, ontario, canada	19	
2116	sellersville, pennsylvania, usa	28	
2117	hawthorne, new jersey, usa	29	
2118	austin, texas, usa	24	
2119	markham, ontario, canada	29	
2120	mitchell, indiana, usa	29	
2121	fredericton, new brunswick, canada	47	
2122	saint john, new brunswick, canada	22	
2123	white haven, pennsylvania, usa	25	
2124	dodge center, minnesota, usa	25	
2125	duisburg, nordrhein-westfalen, germany	29	
2126	kennesaw, georgia, usa	54	
2127	setúbal, setúbal, portugal	52	
2128	iowa city, iowa, usa	53	
2129	arlington, texas, usa	32	
2130	westminster, texas, usa	30	
2131	swisshime, oregon, usa	20	
2132	lacey, washington, usa	62	
2133	waterloo, new york, usa	1	
2134	minneapolis, minnesota, usa	32	
2135	bloomington, indiana, usa	40	
2136	huntington beach, california, usa	23	
2137	st. louis, missouri, usa	32	
2138	melbourne, victoria, australia	28	
2139	nuneaton, england, united kingdom	38	
2140	rye brook, new york, usa	18	
2141	manila, metro manila, philippines	37	
2142	mount vernon, kentucky, usa	41	
2143	petersburg, virginia, usa	48	
2144	menasha, wisconsin, usa	54	
2145	moncton, new brunswick, canada	40	
2146	portland, oregon, usa	30	
2147	manila, makati, phillipines	16	
2148	watervliet, new york, usa	30	
2149	brooklyn, new york,	40	
2150	orlando, florida, usa	23	
2151	hawthorne, new jersey, usa	55	
2152	mena, arkansas, usa	29	
2153	toronto, ontario, canada	30	
2154	conshohocken, pennsylvania, usa	24	
2155	simi valley, california, usa	47	
2156	chesterfield, england, united kingdom	47	
2157	chicopee, massachusetts, usa	24	
2158	chalmette, louisiana, usa	24	
2159	hucknall, nottinghamshire, united kingdom	36	
2160	ottawa, ontario, canada	32	
2161	waltham, massachusetts, usa	36	
2162	east northport, new york, usa	16	
2163	mosinee, wisconsin, usa	26	
2164	minneapolis, minnesota, usa	27	
2165	fort worth, texas, usa	25	
2166	santa clara, california, usa	56	
2167	burnaby, british columbia, canada	25	
2168	new britain, connecticut, usa	16	
2169	portland, oregon, usa	29	
2170	arlington heights, illinois, usa	16	
2171	oliva de plasencia, cáceres, spain	19	
2172	douglasville, georgia, usa	20	
2173	glendale, california, usa	29	
2174	katy, texas, usa	24	
2175	pomfret center, connecticut, usa	45	
2176	new orleans, louisiana, usa	33	
2177	hanover, colorado, usa	45	
2178	olive branch, mississippi, usa	32	
2179	camarillo, california, usa	26	
2180	niceville, florida, usa	32	
2181	dunedin, otago, new zealand	22	
2182	san diego, california, usa	42	
2183	owensboro, kentucky, usa	28	
2184	florence, oregon, usa	38	
2185	wells, maine, usa	43	
2186	ottawa, ontario, canada	58	
2187	seadrift, texas, usa	25	
2188	huntsville, alabama, usa	42	
2189	montgomery, alabama, usa	29	
2190	choctaw, oklahoma,	53	
2191	mississauga, ontario, canada	39	
2192	midland, texas, usa	28	
2193	fairbanks, alaska, usa	52	
2194	houston, ,	57	
2195	phila, pennsylvania, usa	50	
2196	eugene, oregon, usa	46	
2197	greenville, florida, usa	53	
2198	rancho cucamonga, california, usa	35	
2199	southfield, michigan, usa	32	
2200	jefferson, wisconsin, usa	46	
2201	federal way, washington, usa	41	
2202	fontana, california, usa	53	
2203	kansas city, missouri, usa	30	
2204	stevenage, england, united kingdom	23	
2205	laguna hills, california, usa	37	
2206	oakland, new jersey, usa	12	
2207	cape neddick, maine, usa	38	
2208	forest, ohio, usa	44	
2209	umatilla, oregon, usa	59	
2210	san diego, ca, usa	23	
2211	albuquerque, new mexico, usa	26	
2212	pembroke, massachusetts, usa	35	
2213	temple hills, maryland, usa	26	
2214	arlington heights, illinois, usa	48	
2215	ottawa, ontario, canada	32	
2216	fairfax, ,	35	
2217	pass christian, mississippi39571, usa	60	
2218	mountain view, california, usa	37	
2219	st-sauveur, quebec, canada	17	
2220	storm lake, iowa, usa	24	
2221	felixstowe, suffolk, united kingdom	57	
2222	erith, kent, united kingdom	30	
2223	indianapolis, indiana, usa	48	
2224	halifax, nova scotia, canada	23	
2225	sacramento, california, usa	36	
2226	pittsburgh, pennsylvania, usa	27	
2227	superior, colorado, usa	41	
2228	crescent city, california, usa	43	
2229	nottingham, england, united kingdom	45	
2230	cumberland, maryland, usa	24	
2231	carmichael, california, usa	35	
2232	lake winnebago, missouri, usa	38	
2233	medford, oregon, usa	25	
2234	wantagh, new york, usa	42	
2235	franconia, virginia, usa	36	
2236	new orleans, louisiana, usa	36	
2237	toronto, ontario, canada	26	
2238	cliffwood, new jersey, usa	30	
2239	ava, missouri, usa	33	
2240	prague, prague, czech republic	21	
2241	seattle, washington, usa	36	
2242	asheville, north carolina, usa	43	
2243	vienna, virginia, usa	32	
2244	maysville, north carolina, usa	42	
2245	pueblo, colorado, usa	24	
2246	toronto, ontario, canada	28	
2247	wien, wien, austria	33	
2248	okahumpka, florida, usa	27	
2249	jacksonville, florida, usa	38	
2250	enschede, overijssel, netherlands	40	
2251	dresden, sachsen, germany	33	
2252	warrenton, virginia, usa	37	
2253	fpo, ap, usa	13	
2254	killeen, texas, usa	34	
2255	bulacan, bulacan, philippines	18	
2256	weimar, texas, usa	62	
2257	horsham, pennsylvania, usa	36	
2258	coal township, pennsylvania, usa	21	
2259	cedar rapids, iowa, usa	39	
2260	oil city, louisiana, usa	31	
2261	monroeville, pennsylvania, usa	61	
2262	minneapolis, minnesota, usa	34	
2263	akron,, ohio, usa	43	
2264	vancouver, british columbia, canada	20	
2265	destrehan, louisiana, usa	103	
2266	fremont, california, usa	33	
2267	lancaster, lancashire, united kingdom	32	
2268	baltimore, maryland, usa	47	
2269	rotherham, england, united kingdom	32	
2270	rowland heights, california, usa	65	
2271	bolingbrook, illinois, usa	63	
2272	springfield, ,	31	
2273	zhadum, yedor, usa	43	
2274	princeton, new jersey, usa	37	
2275	hollywood, florida, usa	41	
2276	madison, alabama, usa	36	
2277	omaha, nebraska, usa	32	
2278	sheffield, s yorkshire, united kingdom	29	
2279	lakeland,, florida, usa	79	
2280	duisburg, nordrhein-westfalen, germany	23	
2281	paris, tennessee, usa	42	
2282	louisville, kentucky, usa	32	
2283	middletown, connecticut, usa	35	
2284	semaphore, south australia, australia	31	
2285	las vegas, nevada, usa	38	
2286	lleida, catalunya, spain	35	
2287	seattle, washington, usa	44	
2288	toulouse, midi-pyrénées, france	24	
2289	fort worth, texas, usa	28	
2290	lake oswego, oregon, usa	42	
2291	clevelad, ohio, usa	34	
2292	manchester, michigan, usa	54	
2293	lancaster, new hampshire, usa	40	
2294	taylorsville, utah, usa	25	
2295	nunspeet, gelderland, netherlands	57	
2296	castleton, vermont, usa	29	
2297	miami, florida, usa	20	
2298	bristol, ,	36	
2299	peoria, arizona, usa	30	
2300	rock island, illinois, usa	55	
2301	pittsburgh, pennsylvania, usa	34	
2302	frodsham, england, united kingdom	43	
2303	palo alto, california, usa	25	
2304	st. petersburg, florida, usa	35	
2305	singapore, n/a, singapore	23	
2306	madrid, madrid, spain	37	
2307	arlington, massachusetts, usa	37	
2308	ypsilanti, michigan, usa	35	
2309	west lafayette, indiana, usa	35	
2310	nürnberg, bayern, germany	39	
2311	melbourne, victoria, australia	23	
2312	san antonio, texas, usa	48	
2313	byron, minnesota, usa	41	
2314	salem, oregon, usa	36	
2315	spartanburg, south carolina, usa	31	
2316	webster, texas, usa	43	
2317	henderson, tennessee, usa	19	
2318	halifax, nova scotia, canada	60	
2319	san antonio, texas, usa	28	
2320	new albany, indiana, usa	25	
2321	santa ana, california, usa	32	
2322	st. louis, missouri, usa	64	
2323	wolverhampton, england, united kingdom	19	
2324	roanoke, texas, usa	34	
2325	hammond, indiana, usa	32	
2326	san francisco, california, usa	28	
2327	toronto, ontario, canada	26	
2328	wisconsin rapids, wisconsin, usa	27	
2329	burlington, vermont, usa	28	
2330	brookline, massachusetts, usa	27	
2331	adelaide, south australia, australia	25	
2332	palm desert, california, usa	29	
2333	euless, texas, usa	28	
2334	beach park, illinois, usa	34	
2335	columbia, missouri, usa	26	
2336	hagerstown, maryland, usa	35	
2337	cuyahoga falls, ohio, usa	26	
2338	oelwein, iowa, usa	45	
2339	cardiff, wales, united kingdom	28	
2340	jacksonville, florida, usa	36	
2341	bristol, connecticut, usa	56	
2342	allen park, michigan, usa	45	
2343	janesville, california, usa	42	
2344	austin, texas, usa	30	
2345	vaihingen an der enz, baden-wuerttemberg, germany	29	
2346	griswold, connecticut, usa	41	
2347	alameda, california, usa	59	
2348	philadelphia, pennsylvania, usa	42	
2349	thil, rhône-alpes, france	41	
2350	las vegas, nevada, usa	57	
2351	wilmington, north carolina, usa	33	
2352	springfield, illinois, usa	31	
2353	the woodlands, texas, usa	33	
2354	rock hill, south carolina, usa	57	
2355	warsaw, n/a, poland	17	
2356	laguna park, texas, usa	56	
2357	san carlos, california, usa	36	
2358	randolph, massachusetts, usa	31	
2359	kansas city, missouri, usa	29	
2360	newmarket, ontario, canada	30	
2361	fountain valley, california, usa	58	
2362	beaverton, oregon, usa	28	
2363	sarnia, ontario, canada	35	
2364	kansas city, missouri, usa	45	
2365	columbia, maryland, usa	23	
2366	warren, michigan, usa	24	
2367	ploiesti, prahova, romania	18	
2368	rockaway, new jersey, usa	116	
2369	huntington beach, california, usa	41	
2370	nashua, new hampshire, usa	61	
2371	trevose, pennsylvania, usa	27	
2372	cleveland, ohio, usa	24	
2373	the woodlands, texas, usa	38	
2374	lansing, michigan, usa	38	
2375	austin, texas, usa	46	
2376	toronto, ontario, canada	51	
2377	albuquerque, new mexico, usa	14	
2378	toronto, ontario, canada	54	
2379	sydney, new south wales, australia	4	
2380	halifax, nova scotia, canada	24	
2381	goodyear, arizona, usa	57	
2382	savannah, georgia, usa	37	
2383	daly city, california, usa	16	
2384	glen allen, virginia, usa	16	
2385	el cajon, california, usa	56	
2386	ruma, illinois, usa	35	
2387	chicago, illinois, usa	13	
2388	lancaster, california, usa	46	
2389	watford, england, united kingdom	36	
2390	palmdale, california, usa	27	
2391	belton, texas, usa	20	
2392	scott, arkansas, usa	35	
2393	pueblo, colorado, usa	24	
2394	lakewood, colorado, usa	37	
2395	wichita, kansas, usa	43	
2396	romeoville, illinois, usa	48	
2397	willow street, pennsylvania, usa	24	
2398	singapore, n/a,	21	
2399	mesa, arizona, usa	38	
2400	tucson, arizona, usa	204	
2401	humble, ,	38	
2402	mundelein, illinois, usa	37	
2403	overland park, kansas, usa	31	
